,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Bogdan Bogdanović,39:24,7,13,.538,2,5,.400,3,4,.750,1,3,4,1,1,0,4,3,19,-3
1,Trae Young,36:44,9,17,.529,3,6,.500,7,8,.875,0,0,0,8,2,0,3,4,28,-10
2,John Collins,33:08,10,14,.714,0,2,.000,3,3,1.000,3,4,7,0,0,0,3,5,23,-3
3,Clint Capela,28:03,3,8,.375,0,0,,2,4,.500,6,10,16,2,2,1,0,3,8,-12
4,Solomon Hill,14:13,0,2,.000,0,1,.000,1,2,.500,0,1,1,0,0,0,1,3,1,-5
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Danilo Gallinari,29:37,4,9,.444,0,4,.000,9,9,1.000,0,3,3,0,0,0,0,2,17,-7
7,Kevin Huerter,23:14,1,6,.167,1,5,.200,0,0,,0,0,0,1,0,0,0,4,3,-12
8,Lou Williams,13:16,3,7,.429,0,0,,2,2,1.000,0,1,1,3,1,0,0,0,8,-6
9,Tony Snell,11:50,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,3,0,-14
10,Onyeka Okongwu,8:51,1,4,.250,0,0,,0,0,,0,2,2,0,0,0,0,1,2,-8
11,Bruno Fernando,0:50,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,0
12,Skylar Mays,0:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
13,Kris Dunn,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Nathan Knight,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Team Totals,240,39,82,.476,6,23,.261,27,32,.844,11,25,36,15,6,1,11,28,111,
