,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Paul George,45:58,6,15,.400,2,7,.286,6,10,.600,2,11,13,6,0,3,5,2,20,+9
1,Kawhi Leonard,41:48,18,25,.720,5,9,.556,4,4,1.000,2,4,6,3,2,0,4,1,45,+8
2,Marcus Morris,41:33,1,10,.100,0,3,.000,2,2,1.000,0,3,3,1,1,0,0,2,4,+6
3,Reggie Jackson,37:51,8,15,.533,3,7,.429,6,8,.750,0,9,9,4,1,0,4,5,25,+13
4,Nicolas Batum,36:43,2,6,.333,0,4,.000,2,2,1.000,0,5,5,3,2,0,0,2,6,0
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Terance Mann,10:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+1
7,Rajon Rondo,10:04,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-6
8,Luke Kennard,10:01,1,4,.250,0,3,.000,0,0,,0,0,0,0,1,0,0,0,2,+3
9,Ivica Zubac,5:11,0,0,,0,0,,2,2,1.000,2,4,6,0,0,0,0,0,2,+1
10,Patrick Patterson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,DeMarcus Cousins,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Patrick Beverley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Amir Coffey,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Daniel Oturu,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Yogi Ferrell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,Team Totals,240,36,77,.468,10,34,.294,22,28,.786,6,36,42,18,7,3,13,14,104,
