,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Booker,45:59,15,22,.682,8,10,.800,9,9,1.000,0,11,11,3,0,1,3,2,47,+10
1,Jae Crowder,36:32,6,9,.667,6,9,.667,0,0,,1,7,8,0,1,2,1,3,18,0
2,Mikal Bridges,35:07,4,10,.400,1,6,.167,1,1,1.000,2,4,6,1,2,1,0,2,10,-4
3,Deandre Ayton,31:52,3,4,.750,0,0,,2,2,1.000,0,3,3,1,0,0,0,1,8,0
4,Chris Paul,28:50,4,12,.333,0,3,.000,0,0,,0,2,2,12,0,0,1,4,8,+3
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Cameron Payne,23:14,1,8,.125,1,3,.333,4,4,1.000,1,0,1,1,0,3,2,1,7,+16
7,Cameron Johnson,20:14,2,3,.667,2,3,.667,4,4,1.000,2,2,4,2,2,0,1,2,10,+18
8,Torrey Craig,10:53,1,3,.333,0,0,,1,2,.500,2,2,4,0,0,0,3,1,3,+8
9,Frank Kaminsky,6:49,1,2,.500,0,1,.000,0,0,,0,3,3,4,0,2,1,1,2,+14
10,Jevon Carter,0:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
11,Langston Galloway,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Jalen Smith,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,E'Twaun Moore,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Team Totals,240,37,73,.507,18,35,.514,21,22,.955,8,34,42,24,5,9,12,17,113,
