,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Booker,45:11,13,26,.500,3,7,.429,5,6,.833,1,6,7,8,1,0,6,4,34,+9
1,Mikal Bridges,40:32,4,12,.333,2,5,.400,0,0,,1,3,4,0,2,1,0,1,10,+9
2,Deandre Ayton,36:43,10,11,.909,0,0,,1,2,.500,8,8,16,0,0,1,1,3,21,+16
3,Chris Paul,36:10,3,8,.375,1,1,1.000,0,0,,1,3,4,8,1,1,1,3,7,+6
4,Jae Crowder,29:25,3,10,.300,0,7,.000,2,2,1.000,0,4,4,3,1,0,2,3,8,+14
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Cameron Johnson,22:53,3,7,.429,2,5,.400,2,2,1.000,3,3,6,1,2,0,1,2,10,-6
7,Cameron Payne,12:40,2,8,.250,1,3,.333,0,0,,0,3,3,1,0,0,1,1,5,-3
8,Dario Šarić,11:17,2,4,.500,0,0,,0,0,,2,0,2,1,0,1,2,3,4,-7
9,Torrey Craig,3:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
10,E'Twaun Moore,2:02,0,0,,0,0,,0,0,,0,1,1,2,0,0,0,0,0,+6
11,Langston Galloway,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Jalen Smith,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Frank Kaminsky,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Jevon Carter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Ty-Shon Alexander,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,Team Totals,240,40,86,.465,9,28,.321,10,12,.833,16,31,47,24,7,4,14,20,99,
