,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Julius Randle,36:09,6,23,.261,2,6,.333,1,2,.500,2,10,12,4,0,0,3,2,15,-5
1,RJ Barrett,32:02,6,15,.400,1,6,.167,1,2,.500,2,9,11,1,0,0,0,2,14,-5
2,Nerlens Noel,23:43,2,3,.667,0,0,,2,2,1.000,2,1,3,0,1,2,0,3,6,-3
3,Reggie Bullock,18:31,3,9,.333,0,5,.000,0,0,,1,2,3,0,0,0,0,0,6,-14
4,Elfrid Payton,8:01,0,3,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-2
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Derrick Rose,37:44,8,16,.500,1,4,.250,0,0,,0,5,5,5,1,1,5,1,17,+3
7,Alec Burks,26:04,9,13,.692,3,5,.600,6,8,.750,1,2,3,4,0,0,1,2,27,+8
8,Taj Gibson,24:17,2,2,1.000,0,0,,1,1,1.000,5,4,9,2,1,1,0,1,5,+1
9,Immanuel Quickley,21:06,4,7,.571,2,2,1.000,0,0,,0,2,2,3,0,0,2,4,10,+6
10,Obi Toppin,11:51,2,3,.667,1,2,.500,0,0,,0,1,1,1,0,0,0,0,5,+3
11,Frank Ntilikina,0:32,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
12,Theo Pinson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Norvel Pelle,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Kevin Knox,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Jared Harper,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,Team Totals,240,42,94,.447,10,30,.333,11,15,.733,13,36,49,21,3,4,11,16,105,
