,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Julius Randle,35:41,7,19,.368,2,4,.500,7,9,.778,3,7,10,7,2,0,5,5,23,-17
1,RJ Barrett,35:33,8,15,.533,2,6,.333,3,4,.750,0,6,6,4,2,0,0,1,21,-7
2,Reggie Bullock,33:59,0,4,.000,0,3,.000,0,0,,0,4,4,2,0,0,1,2,0,-16
3,Derrick Rose,32:37,7,15,.467,2,4,.500,2,2,1.000,0,2,2,6,0,0,0,1,18,-22
4,Taj Gibson,24:00,3,4,.750,0,0,,0,0,,2,1,3,1,2,1,1,4,6,-8
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Alec Burks,25:18,4,12,.333,2,6,.333,2,2,1.000,0,6,6,1,1,0,0,4,12,-10
7,Obi Toppin,18:34,5,8,.625,1,3,.333,2,2,1.000,1,2,3,1,0,0,1,2,13,-3
8,Nerlens Noel,14:40,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,1,1,1,-15
9,Immanuel Quickley,13:11,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,0,0,-1
10,Kevin Knox,3:30,0,0,,0,0,,2,2,1.000,0,1,1,1,0,1,0,0,2,+9
11,Frank Ntilikina,2:57,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+5
12,Theo Pinson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Jared Harper,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Norvel Pelle,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Elfrid Payton,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,Team Totals,240,34,81,.420,9,29,.310,19,23,.826,6,33,39,24,7,2,9,20,96,
