,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Kevin Huerter,36:02,7,15,.467,1,7,.143,0,0,,2,4,6,7,1,0,0,1,15,+20
1,Lou Williams,35:00,7,9,.778,2,3,.667,5,6,.833,1,4,5,8,1,0,1,2,21,+15
2,Bogdan Bogdanović,33:21,7,19,.368,6,14,.429,0,0,,1,2,3,5,4,0,2,4,20,+25
3,John Collins,29:46,2,8,.250,0,3,.000,0,0,,1,6,7,1,1,1,0,3,4,+26
4,Clint Capela,27:52,6,7,.857,0,0,,3,4,.750,2,5,7,1,1,0,1,2,15,+18
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Cam Reddish,23:20,5,9,.556,2,3,.667,0,0,,0,5,5,2,2,1,2,4,12,+5
7,Danilo Gallinari,19:04,3,8,.375,2,6,.333,2,2,1.000,0,2,2,0,0,0,2,2,10,+3
8,Onyeka Okongwu,14:50,3,3,1.000,0,0,,1,1,1.000,1,2,3,0,0,1,0,2,7,-1
9,Kris Dunn,10:57,0,2,.000,0,1,.000,0,0,,0,1,1,2,1,1,2,1,0,+3
10,Nathan Knight,3:28,1,2,.500,0,0,,0,0,,0,3,3,0,0,0,0,0,2,0
11,Skylar Mays,3:22,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,4,0
12,Tony Snell,1:58,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-2
13,Bruno Fernando,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
14,Trae Young,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
15,Solomon Hill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,Team Totals,240,43,85,.506,13,38,.342,11,13,.846,8,35,43,26,11,4,11,22,110,
