,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Booker,38:22,8,12,.667,1,4,.250,4,6,.667,0,4,4,8,1,0,5,3,21,+12
1,Deandre Ayton,36:25,9,13,.692,0,0,,2,2,1.000,3,7,10,0,1,0,1,1,20,+13
2,Chris Paul,35:37,8,14,.571,2,3,.667,3,3,1.000,1,5,6,11,1,0,1,2,21,+13
3,Mikal Bridges,34:15,8,12,.667,4,8,.500,3,3,1.000,1,4,5,5,2,1,1,1,23,+12
4,Jae Crowder,30:47,5,13,.385,3,9,.333,1,1,1.000,0,5,5,1,0,0,0,2,14,+12
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Cameron Payne,19:46,3,8,.375,1,3,.333,0,0,,0,2,2,3,1,1,1,1,7,+10
7,Torrey Craig,17:13,3,7,.429,2,5,.400,1,2,.500,2,6,8,0,0,2,0,1,9,+5
8,Cameron Johnson,13:45,0,2,.000,0,2,.000,2,2,1.000,0,1,1,1,1,0,0,0,2,+5
9,Dario Šarić,9:20,2,4,.500,0,0,,1,1,1.000,0,2,2,0,1,0,0,1,5,+5
10,Jalen Smith,2:15,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-1
11,Jevon Carter,2:15,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
12,E'Twaun Moore,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Frank Kaminsky,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Langston Galloway,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Ty-Shon Alexander,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,Team Totals,240,46,85,.541,13,34,.382,17,20,.850,7,37,44,30,8,4,10,12,122,
