,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jrue Holiday,38:11,4,12,.333,0,2,.000,3,4,.750,4,2,6,9,4,0,3,1,11,+10
1,Khris Middleton,36:57,7,16,.438,2,6,.333,4,4,1.000,2,9,11,3,0,0,3,3,20,+17
2,Giannis Antetokounmpo,36:09,8,18,.444,0,4,.000,4,6,.667,0,12,12,15,0,2,2,4,20,+21
3,Brook Lopez,27:57,11,15,.733,0,0,,3,3,1.000,3,5,8,0,0,2,2,3,25,+22
4,Pat Connaughton,21:30,1,5,.200,0,4,.000,0,0,,1,4,5,0,0,0,0,1,2,+2
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Bryn Forbes,25:26,7,15,.467,7,14,.500,1,1,1.000,0,2,2,0,0,0,0,1,22,+21
7,P.J. Tucker,24:17,2,5,.400,0,2,.000,0,0,,4,4,8,1,0,0,0,3,4,+5
8,Bobby Portis,18:55,5,10,.500,3,7,.429,0,0,,1,2,3,1,0,0,0,1,13,-3
9,Jeff Teague,4:58,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,1,3,0
10,Justin Jackson,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
11,Axel Toupane,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
12,Mamadi Diakite,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
13,Sam Merrill,1:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0,-2
14,Elijah Bryant,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
15,Jordan Nwora,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,Team Totals,240,46,99,.465,13,42,.310,15,18,.833,15,41,56,29,5,4,11,18,120,
