,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jayson Tatum,41:29,6,20,.300,1,4,.250,9,11,.818,0,3,3,5,1,1,4,5,22,-8
1,Marcus Smart,39:39,6,13,.462,3,8,.375,2,4,.500,0,3,3,5,0,0,3,2,17,-9
2,Evan Fournier,38:31,3,10,.300,2,4,.500,2,2,1.000,1,5,6,2,2,0,0,3,10,-14
3,Kemba Walker,26:51,5,16,.313,3,7,.429,2,2,1.000,0,1,1,2,0,0,3,4,15,-21
4,Tristan Thompson,24:50,2,4,.500,0,0,,0,1,.000,5,5,10,2,2,1,1,0,4,-16
5,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Robert Williams,22:40,5,8,.625,0,0,,1,2,.500,5,4,9,1,1,9,0,2,11,+5
7,Jabari Parker,21:31,3,6,.500,1,2,.500,2,2,1.000,0,4,4,1,0,1,1,1,9,+7
8,Aaron Nesmith,16:50,1,5,.200,1,3,.333,2,2,1.000,0,4,4,0,0,0,0,0,5,+1
9,Payton Pritchard,6:39,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,0
10,Grant Williams,0:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
11,Tremont Waters,0:30,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0
12,Romeo Langford,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Carsen Edwards,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Semi Ojeleye,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Luke Kornet,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,Team Totals,240,31,84,.369,11,30,.367,20,26,.769,11,29,40,19,6,12,12,18,93,
